Professional Competence,"The skills, knowledge, and abilities required to conduct effective evaluations.",Ensures evaluators can perform high-quality evaluations that meet professional standards.,https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718923X00020/1-s2.0-S0149718923000460/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGsaCXVzLWVhc3QtMSJHMEUCIEedUSgwS1PoWdLiHfiQhRHUd%2B6e60gLqzHO9PJKQtZ%2FAiEAnGJwnWJto1P%2B%2FDsLAoLGpWqkq%2FBaC0v2IoM6pvvZWwYqswUIVBAFGgwwNTkwMDM1NDY4NjUiDPPBPjy7qCfkLXIryiqQBdYJONJ%2Bi5UtC3WPbljwn9PfL0aR%2BELMjq34nxaWb5x0CteuFKa3MnUYgdQGTVqfrkuuJr7A5MsHy4mcRAWxRubMcbKfy1GgrmbpSv0gBOngzKbXbUCM15PifrV9G6A4ryRJh59KIwuAvwlia%2F8pWZzm%2BSS%2BKPyvq5%2BS51KpSeIayX9B2Npu3rQ%2FNgouAw6eXXCYAt80LokVqqEp7Z4CTAetka2SC%2Fd3WpH1hbhKWbBpnNnb4%2BBXyHX8yzKhmJmtibwWTyv%2BPPMiVBm0Ia%2FojAS%2F6u1agAYbcZFod%2B1pV14%2B4RzeqhzPaSUBPnPbEL8u%2FQ%2BZasOgjom8pNnic4SZ23bOSP47OSjwh4tWgXuhfOGQCPnnG0ZOGo1Z2qmxxouh%2Fg8RjAkWt%2BUerpaLMNPsN2obbgh11FPdgRJtzwQ%2BWjHvqY2Fd1ONQv93f6x1SG6O6bnWptWHeayOREpWh%2F5ZRDUZPm4sVE6RTRqQFHkzw12ye5048Sm2WDxMqMS0pSNZBYgxP9vmqQcnTFeOoWq8Lc5DMgn4T2XBbPFVc6IYxxFN9%2F7j%2BjDo%2BRYw0VBODzNm05vjPtjlZ%2BRAAdsJQ3Gy9DZJUyISRXEUvKyb4hIwOs8XV6e3%2FC%2FVOhuCbul1MOAxBtyey9h9NlcuJKjYhMRcX9c5hvndPT%2Bg8Am9fs40A7Ba8v58VrdloKKDRw6KoZ2y5C6eORq0dKr4OLlCCdd5Ez0tB%2Fhux8Rb9GGQSGUQfDKpgy%2B1H2Z%2BwMyzr1aVz2MHCUC7h4i%2BbzPLylgYE2%2FVoYHRC0sZTFLMuXyit4PlUEMStcsELTNU1IiQWilgUT9tywadJXZ6%2BbFOO3WQeDMVskkzYh6DU%2B0nT9dW84F%2FrdBFMIbSprUGOrEBBKy6NGYmfNa5Gi5IrZK3MNRRaf22NrWEJwdhFNIEwFWWfLI6BsyHGwnPbSfb5c3mYJwwFSBxHT9AQ%2Fs9dEDrR%2F98ajBxAo6G0Ugju%2B6cKt5%2FW4Z7us9dYnc9HjtRJ%2BzG2gry7hGGFzLHIfU5xxvUo9BgAxa6QWEQn1JqVYjXzND1zNg59XrozdCjnmzz6OhUPT1z%2BAZfpkylUWU1f%2F%2BRHxi3uB4Nx2B4vj9dfizaEq3v&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T041708Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYTE2WNFPU%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=1e377796adc4ef0ce84bbd501a531c59c3f01a8d2ad14aab99864caaf171897d&hash=43a7e0b15a2fa90ac50928844985768402ffa93db90d9b1deffb748464c741e6&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149718923000460&tid=spdf-88da4ffa-7a35-42a0-bee9-b9bca550d1bb&sid=f4586b333f2515449d286ec5cba3cb536594gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004035007&rr=8abac6e92890ab15&cc=ca
Professional Development,Ongoing learning and development activities to enhance one's skills and knowledge in evaluation.,Continually improving through education and professional activities.,https://utpjournals.press/doi/pdf/10.3138/cjpe.72356
Professional Networking,The process of establishing and maintaining professional relationships that can provide opportunities and support throughout one's career.,"Expands mentees' professional connections, opening doors to career opportunities and resources.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1080/10437797.2020.1817820?needAccess=true
Program,A set of related activities designed and managed to achieve specific objectives and outcomes.,A structured series of actions aimed at addressing a particular issue or need within a community or organization.,https://evaluationcanada.ca/career/what-is-evaluation.html
Program Adaptation,The changes made to a program based on evaluation findings and contextual factors to improve its relevance and effectiveness.,"Ensures that programs remain responsive to stakeholder needs and environmental changes, enhancing their impact.",https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1098214013499602
Program evaluation,"The systematic collection of information about the activities, characteristics, and outcomes of programs to make judgments about the program, improve program effectiveness, and/or inform decisions about future program development.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
program evaluation standards,"Support the core attributes of evaluation quality: utility, feasibility, propriety, accuracy and accountability. They address the possible dimensions of quality in program evaluations, and provide guidance to evaluators and evaluation users.",,https://evaluationcanada.ca/career/evaluation-standards.html
Program Feasibility,The likelihood that a program can be successfully implemented with the given resources and within the existing constraints.,Assesses whether the planned activities and expected outcomes are realistic and achievable.,https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1300/J147v29n02_06?needAccess=true
Program goal,A statement of the overall mission or purpose(s) of the program.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Program Improvement,The process of using evaluation findings to make informed changes to a program to enhance its effectiveness and efficiency.,Involves continuous refinement and adaptation based on evidence to better meet the needs of participants.,https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1080/17450120902923213?needAccess=true
Program Recommendations,"Suggestions for improving the program, based on evaluation findings and client feedback.",Guides future program development and enhancement to better meet client needs and achieve desired outcomes.,https://pqwchc.org/wp-content/uploads/PQWCHC_SOS_Infographic_Poster-Final-2023.pdf
Program Statistics,"Data that provides quantitative information about the program, such as the number of active clients.",Helps in understanding the scope and scale of the program¡¯s reach and activities.,https://pqwchc.org/wp-content/uploads/PQWCHC_SOS_Infographic_Poster-Final-2023.pdf
Program Theory,A conceptual framework that explains how and why a program is expected to work.,Understanding the underlying logic of a program to evaluate its effectiveness.,https://utpjournals.press/doi/pdf/10.3138/cjpe.72350
Programme Context,"The specific set of conditions, including policies, institutional factors, cultural, and socio-economic factors, that affect the implementation and outcomes of a program.",Understanding the program context is crucial for identifying challenges and opportunities that influence program success.,https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718918X0007X/1-s2.0-S014971891830051X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGoaCXVzLWVhc3QtMSJHMEUCIFN2Kfa84Fg4CcTt6DAAezEJYyREGWYeSXhFql66qMnTAiEAthELffn3va9I%2FTciwgCXoZinpjZTdkXyrXFCGRdke9UqsgUIUxAFGgwwNTkwMDM1NDY4NjUiDKkPcE6XlOItWyD8JiqPBaU9vifrQcd38%2FdwKLAdBgE2gWlU2N92sZftZoYpzyCR94dNiDXtna%2BlqLAHUWpDzAcjeBhLU8XM8x5E8BaXvGARceFgfn5ZtwJsPpwePdXFOU1PmRDr%2FyXm3%2B%2FuxyQv0VL1wQ8Ek%2BiQwu056DQiozs9vmO8CaFOavXzS1pcmCPk%2Fjg49z%2BH1%2B2C9LbU6njfrwQLanOGGyuO%2FeHrstlKs%2FLN7Z5qzoZhZ1H7VqsOt0QuwM6lSbal7Yowb476VcAO2gkNeAd8HwleP8VWrRZbl288STyUiEetxsnh0dAfYDwqxINoNjJ4ZEIZ3r%2BdsLfWBuDYP3A%2BoI4r73cdEZzQAngvBY0f8%2B%2FBa8HIdmBkClTZg2BG25SGsPZemSSQNF5tSGvtdGt3%2F%2FCX8Dwi%2FLWof%2B0CULvicsmTPa6IYSNaGv2D2b9FH21fLl3WkO6x8hVwNzRkQXD9FF6wAJoWZCniow2ZMPv64ZgoQCzl4Ch89H%2B%2FDuLZXvaNygbQkxDAT8layiVOjcJ780EAanlVXqOyqkAW%2BmzWeRKgTsX7jh7QTG1GoZPYMAxBHgF16S57fCWRuFx5bHWXszg%2Ffe7PimRIO0KRdkmRK7L9EiWLGXSliwRBui4dwugs0ltYvrAkH3nAKzSS2VZ5uxqPenvjfUIsdtk7JQBm4EH7ECbuDoggYIZBaYhLx4Qwuf56peNjauhQ%2BUplyKEBsD%2BHlrGqyd7Vu53%2FDTm8wb%2FDasB3CRBEAWYYQtLq7gEWhwMvRRkwzEssrhPkupgw2%2Fw6n0xkEMHYylWYle1wp44A3nsstSLg0c2Ix35CaxEaVP%2B6zMD4N1YbnuA6oeylxXsn7V8yWjFebsDegXgJR9AobSu%2BvN4WsZYwk6imtQY6sQHZEdpCEPPeN19tRNK224H%2BRbHXnijMgH5eZEn%2B1tGwUDwYGuIQxDbnt0lIHsyBGG5ibRyZJn6qPislnM2BZ8H3v6hqhj9SPS5mCLrqMGK6yH0%2FkhRMf5%2Fd2pJhnGL%2FEXHxzpku1HmiUr9XBrKrtqL1fXBVOhP58bDH%2F4Ucf0mEHi9%2BuHHITCTY1itA8aObP4gw3ZZ0kB9To2m1OBvjHmVM96r%2BX9s3B1wxguR9rABYIuk%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T021145Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSZ5LXOA5%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=f25bd183da0e7676e63f740a01feaee07e7636a2440868e8fc748034b2120513&hash=46413e91f17425bffebb17a606ea470ab1cb3e083104abca310a27cf14a41354&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S014971891830051X&tid=spdf-c5e1241c-ea8d-4480-8ebb-92b0222f54e4&sid=371b423c7f6b0146d9092d045e87f4b28dd5gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004500056&rr=8aba0f428efcabe5&cc=ca
Programme Mechanisms,The processes or elements within a program that drive the outcomes it produces.,Understanding these mechanisms is key to explaining how and why a program works and identifying points for improvement.,https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718918X0007X/1-s2.0-S014971891830051X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGoaCXVzLWVhc3QtMSJHMEUCIFN2Kfa84Fg4CcTt6DAAezEJYyREGWYeSXhFql66qMnTAiEAthELffn3va9I%2FTciwgCXoZinpjZTdkXyrXFCGRdke9UqsgUIUxAFGgwwNTkwMDM1NDY4NjUiDKkPcE6XlOItWyD8JiqPBaU9vifrQcd38%2FdwKLAdBgE2gWlU2N92sZftZoYpzyCR94dNiDXtna%2BlqLAHUWpDzAcjeBhLU8XM8x5E8BaXvGARceFgfn5ZtwJsPpwePdXFOU1PmRDr%2FyXm3%2B%2FuxyQv0VL1wQ8Ek%2BiQwu056DQiozs9vmO8CaFOavXzS1pcmCPk%2Fjg49z%2BH1%2B2C9LbU6njfrwQLanOGGyuO%2FeHrstlKs%2FLN7Z5qzoZhZ1H7VqsOt0QuwM6lSbal7Yowb476VcAO2gkNeAd8HwleP8VWrRZbl288STyUiEetxsnh0dAfYDwqxINoNjJ4ZEIZ3r%2BdsLfWBuDYP3A%2BoI4r73cdEZzQAngvBY0f8%2B%2FBa8HIdmBkClTZg2BG25SGsPZemSSQNF5tSGvtdGt3%2F%2FCX8Dwi%2FLWof%2B0CULvicsmTPa6IYSNaGv2D2b9FH21fLl3WkO6x8hVwNzRkQXD9FF6wAJoWZCniow2ZMPv64ZgoQCzl4Ch89H%2B%2FDuLZXvaNygbQkxDAT8layiVOjcJ780EAanlVXqOyqkAW%2BmzWeRKgTsX7jh7QTG1GoZPYMAxBHgF16S57fCWRuFx5bHWXszg%2Ffe7PimRIO0KRdkmRK7L9EiWLGXSliwRBui4dwugs0ltYvrAkH3nAKzSS2VZ5uxqPenvjfUIsdtk7JQBm4EH7ECbuDoggYIZBaYhLx4Qwuf56peNjauhQ%2BUplyKEBsD%2BHlrGqyd7Vu53%2FDTm8wb%2FDasB3CRBEAWYYQtLq7gEWhwMvRRkwzEssrhPkupgw2%2Fw6n0xkEMHYylWYle1wp44A3nsstSLg0c2Ix35CaxEaVP%2B6zMD4N1YbnuA6oeylxXsn7V8yWjFebsDegXgJR9AobSu%2BvN4WsZYwk6imtQY6sQHZEdpCEPPeN19tRNK224H%2BRbHXnijMgH5eZEn%2B1tGwUDwYGuIQxDbnt0lIHsyBGG5ibRyZJn6qPislnM2BZ8H3v6hqhj9SPS5mCLrqMGK6yH0%2FkhRMf5%2Fd2pJhnGL%2FEXHxzpku1HmiUr9XBrKrtqL1fXBVOhP58bDH%2F4Ucf0mEHi9%2BuHHITCTY1itA8aObP4gw3ZZ0kB9To2m1OBvjHmVM96r%2BX9s3B1wxguR9rABYIuk%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T021145Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSZ5LXOA5%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=f25bd183da0e7676e63f740a01feaee07e7636a2440868e8fc748034b2120513&hash=46413e91f17425bffebb17a606ea470ab1cb3e083104abca310a27cf14a41354&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S014971891830051X&tid=spdf-c5e1241c-ea8d-4480-8ebb-92b0222f54e4&sid=371b423c7f6b0146d9092d045e87f4b28dd5gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004500056&rr=8aba0f428efcabe5&cc=ca
Project Management,Evaluations should use effective project management strategies.,,https://evaluationcanada.ca/career/evaluation-standards.html
Propriety,"The extent to which the evaluation has been conducted in a manner that evidences uncompromising adherence to the highest principles and ideals (including professional ethics, civil law, moral code, and contractual agreements).",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Propriety Standards (P),"The propriety standards support what is proper, fair, legal, right and just in evaluations.",,https://evaluationcanada.ca/career/evaluation-standards.html
Psychosocial Mediators,"Factors that influence the relationship between an intervention and its outcomes, such as self-efficacy, attitudes, and outcome expectations.",Understanding these mediators helps to identify the mechanisms through which the intervention achieves its effects.,https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1090198119831750
Purpose,The reason for which something is done or created or for which something exists.,Defines the main objectives and goals that drive the actions and strategies of a program or evaluation.,https://evaluationcanada.ca/career/what-is-evaluation.html
Qualitative data,"Verbal information or descriptions that are categorical rather than numerical, and often include attitudes and perceptions.",,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Quality Assurance,Processes and procedures that ensure a program meets specified standards and delivers value to its stakeholders.,"Ensures that programs are implemented effectively and deliver the expected benefits, maintaining high standards of quality.",https://web-p-ebscohost-com.myaccess.library.utoronto.ca/ehost/pdfviewer/pdfviewer?vid=0&sid=0d0c21d0-959c-49d1-9618-45b9de556ca8%40redis
Quality of Life Improvements,"Enhancements in clients¡¯ overall well-being and life satisfaction, resulting from program participation.",Reflects the positive impact of the program on clients¡¯ daily lives and overall happiness.,https://pqwchc.org/wp-content/uploads/PQWCHC_SOS_Infographic_Poster-Final-2023.pdf
Quantitative data,"Countable, numerical data.",,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Quasi-experimental design,Study structures that use comparison groups to draw causal inferences but do not use randomization to create the treatment and control groups. The treatment group is usually given. The control group is selected to match the treatment group as closely as possible so that inferences on the incremental impacts of the program can be made.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Quasi-Randomized Controlled Trial,"A study design that assigns participants to different groups using a method that is not fully random, often to evaluate the effectiveness of an intervention.",Provides a practical way to assess intervention impacts when true randomization is not feasible.,https://link-springer-com.myaccess.library.utoronto.ca/content/pdf/10.1007/s10803-017-3317-8.pdf
Random digit dialing,"In telephone interviewing, a technique used to select a sample. A computer, using a probability?based dialing system, selects and dials a number for the interviewer.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Randomization,"Use of a probability scheme for choosing a sample. This can be done using random number tables, computers, dice, cards, and so forth.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Rational Choice Theory,A theory that assumes individuals and organizations will make decisions that maximize their benefits and minimize their costs.,Assumes that evaluation is conducted to make informed decisions that help achieve organizational goals.,https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.2753/PMR1530-9576340302?needAccess=true
Rationale Assumptions,"Underlying hypotheses or premises on which the intervention is founded, explaining why the intervention is expected to work.","Ensures the foundational logic of the intervention is clear and defensible, providing a basis for its expected success.",https://utpjournals.press/doi/pdf/10.3138/cjpe.31125
Reach,"The extent to which a program engages its intended audience, often measured by the number of participants or beneficiaries.",Indicates the program's coverage and ability to attract its target population.,
Realist Evaluation,"An approach that seeks to understand how and why programs work (or do not work), for whom they work, to what extent, in which settings, and for how long.",Focuses on identifying the mechanisms that generate outcomes and the contextual conditions that enable these mechanisms to operate.,https://pdf.sciencedirectassets.com/271855/1-s2.0-S0149718918X0007X/1-s2.0-S014971891830051X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEGoaCXVzLWVhc3QtMSJHMEUCIFN2Kfa84Fg4CcTt6DAAezEJYyREGWYeSXhFql66qMnTAiEAthELffn3va9I%2FTciwgCXoZinpjZTdkXyrXFCGRdke9UqsgUIUxAFGgwwNTkwMDM1NDY4NjUiDKkPcE6XlOItWyD8JiqPBaU9vifrQcd38%2FdwKLAdBgE2gWlU2N92sZftZoYpzyCR94dNiDXtna%2BlqLAHUWpDzAcjeBhLU8XM8x5E8BaXvGARceFgfn5ZtwJsPpwePdXFOU1PmRDr%2FyXm3%2B%2FuxyQv0VL1wQ8Ek%2BiQwu056DQiozs9vmO8CaFOavXzS1pcmCPk%2Fjg49z%2BH1%2B2C9LbU6njfrwQLanOGGyuO%2FeHrstlKs%2FLN7Z5qzoZhZ1H7VqsOt0QuwM6lSbal7Yowb476VcAO2gkNeAd8HwleP8VWrRZbl288STyUiEetxsnh0dAfYDwqxINoNjJ4ZEIZ3r%2BdsLfWBuDYP3A%2BoI4r73cdEZzQAngvBY0f8%2B%2FBa8HIdmBkClTZg2BG25SGsPZemSSQNF5tSGvtdGt3%2F%2FCX8Dwi%2FLWof%2B0CULvicsmTPa6IYSNaGv2D2b9FH21fLl3WkO6x8hVwNzRkQXD9FF6wAJoWZCniow2ZMPv64ZgoQCzl4Ch89H%2B%2FDuLZXvaNygbQkxDAT8layiVOjcJ780EAanlVXqOyqkAW%2BmzWeRKgTsX7jh7QTG1GoZPYMAxBHgF16S57fCWRuFx5bHWXszg%2Ffe7PimRIO0KRdkmRK7L9EiWLGXSliwRBui4dwugs0ltYvrAkH3nAKzSS2VZ5uxqPenvjfUIsdtk7JQBm4EH7ECbuDoggYIZBaYhLx4Qwuf56peNjauhQ%2BUplyKEBsD%2BHlrGqyd7Vu53%2FDTm8wb%2FDasB3CRBEAWYYQtLq7gEWhwMvRRkwzEssrhPkupgw2%2Fw6n0xkEMHYylWYle1wp44A3nsstSLg0c2Ix35CaxEaVP%2B6zMD4N1YbnuA6oeylxXsn7V8yWjFebsDegXgJR9AobSu%2BvN4WsZYwk6imtQY6sQHZEdpCEPPeN19tRNK224H%2BRbHXnijMgH5eZEn%2B1tGwUDwYGuIQxDbnt0lIHsyBGG5ibRyZJn6qPislnM2BZ8H3v6hqhj9SPS5mCLrqMGK6yH0%2FkhRMf5%2Fd2pJhnGL%2FEXHxzpku1HmiUr9XBrKrtqL1fXBVOhP58bDH%2F4Ucf0mEHi9%2BuHHITCTY1itA8aObP4gw3ZZ0kB9To2m1OBvjHmVM96r%2BX9s3B1wxguR9rABYIuk%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240731T021145Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYSZ5LXOA5%2F20240731%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=f25bd183da0e7676e63f740a01feaee07e7636a2440868e8fc748034b2120513&hash=46413e91f17425bffebb17a606ea470ab1cb3e083104abca310a27cf14a41354&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S014971891830051X&tid=spdf-c5e1241c-ea8d-4480-8ebb-92b0222f54e4&sid=371b423c7f6b0146d9092d045e87f4b28dd5gxrqa&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLm15YWNjZXNzLmxpYnJhcnkudXRvcm9udG8uY2E%3D&ua=03045b050004500056&rr=8aba0f428efcabe5&cc=ca
ReconciliACTION,"A community-based event or action that aims to bring Indigenous and non-Indigenous people together in the spirit of reconciliation through education, awareness, and connection.",Promotes unity and understanding between different cultural groups through shared activities.,https://static1.squarespace.com/static/5b6e3f9be17ba34005b18f61/t/609aa746bc11da366b6e33d3/1680724627910/2021_rd2_EN+-+DWF
Reflective practice,"Reflective practice competencies focus on the evaluator¡¯s knowledge of evaluation theory and practice; applicat",,https://evaluationcanada.ca/career/evaluator-competencies.html
Reform Initiative,"A structured effort aimed at making significant changes in educational practices, policies, or structures to improve outcomes.",Evaluating the impact of such initiatives helps determine their effectiveness and inform future reforms.,https://www-sciencedirect-com.myaccess.library.utoronto.ca/science/article/pii/S0742051X10000260?via%3Dihub
Regression artifacts,Pseudo-changes in program results occurring when persons or treatment units have been selected for the program on the basis of their extreme scores. Regression artifacts are a threat to internal validity.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Relevant Information,Evaluation information should serve the identified and emergent needs of stakeholders.,,https://evaluationcanada.ca/career/evaluation-standards.html
Reliability,"The extent to which a measurement, when repeatedly applied to a given situation consistently produces the same results if the situation does not change between the applications. Reliability can refer to the stability of the measurement over time or to the consistency of the measurement from place to place.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Reliable Information,Evaluation procedures should yield sufficiently dependable and consistent information for the intended uses.,,https://evaluationcanada.ca/career/evaluation-standards.html
Replicate sampling,A probability sampling technique that involves the selection of a number of independent samples from a population rather than one single sample. Each of the smaller samples is termed a replicate and is independently selected on the basis of the same sample design.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Request for proposal (RFP),A document outlining the pertinent information about a desired future evaluation to request proposals from evaluators interested in conducting the evaluation.,,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Resource Dependence Theory,A theory that suggests organizations must obtain resources from external sources to survive and that their actions are influenced by these dependencies.,"Nonprofits engage in evaluation to secure resources, reduce uncertainty, and demonstrate their value to funders and stakeholders.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.2753/PMR1530-9576340302?needAccess=true
Resource Use,Evaluations should use resources effectively and efficiently.,,https://evaluationcanada.ca/career/evaluation-standards.html
Resources,"Assets available and anticipated for operations. They include people, equipment, facilities, and other things used to plan, implement, and evaluate programs.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Responsive and Inclusive Orientation,Evaluations should be responsive to stakeholders and their communities.,,https://evaluationcanada.ca/career/evaluation-standards.html
Risks,Potential challenges or barriers that could impede the achievement of program outcomes.,Assessing and planning for these risks helps in developing robust evaluation designs and mitigation strategies.,
Robust ToC,"A ToC that is well-articulated, credible, plausible, and logically coherent, supporting a solid intervention design and providing a basis for monitoring and evaluation.",A strong ToC enhances the likelihood of achieving desired outcomes and provides a reliable framework for evaluation.,https://utpjournals.press/doi/pdf/10.3138/cjpe.31129
Sample,A part of a larger population of intervention recipients.,,https://toolkit.nefe.org/evaluation-resources/evaluation-manual/section-5-appendices/appendix-a-glossary-of-evaluation-terms
Sample size,The number of units to be sampled.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Sample size formula,"An equation that varies with the type of estimate to be made, the desired precision of the sample and the sampling method, and which is used to determine the required minimum sample size.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Sampling error,The error attributed to sampling and measuring a portion of the population rather than carrying out a census under the same general conditions.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Sampling frame,Complete list of all people or households in the target population.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Sampling method,The method by which the sampling units are selected (such as systematic or stratified sampling).,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Sampling unit,"The unit used for sampling. The population should be divisible into a finite number of distinct, non?overlapping units, so that each member of the population belongs to only one sampling unit.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
School Connectedness,The sense of belonging and involvement that students and alumni feel towards their educational institution.,"Enhances engagement and loyalty, fostering a supportive and cohesive educational environment.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1080/10437797.2020.1817820?needAccess=true
School-Community Relationship,"The connection and interaction between an educational institution and the surrounding community, including alumni.","Strengthens mutual support and engagement, benefiting both the school and the community.",https://www-tandfonline-com.myaccess.library.utoronto.ca/doi/pdf/10.1080/10437797.2020.1817820?needAccess=true
Secondary data,"Data collected and recorded by another (usually earlier) person or organization, usually for different purposes than the current evaluation.",,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Secondary Outcomes,"Additional benefits or impacts of a program, such as improved quality of life or access to social supports.",Broader impacts that enhance the overall effectiveness and value of the program.,https://pqwchc.org/wp-content/uploads/PQWCHC_SOS_EvaluationReport-Final-2023.pdf
Selection and program interaction,The uncharacteristic responsiveness of program participants because they are aware of being in the program or being part of a survey. This interaction is a threat to internal and external validity.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Selection bias,When the treatment and control groups involved in the program are initially statistically unequal in terms of one or more of the factors of interest. This is a threat to internal validity.,,https://www.cdc.gov/evaluation/guide/glossary/index.htm
Self-Assessment,"A process where stakeholders evaluate their own performance and progress, often facilitated by EE.","Promotes reflection and continuous improvement, empowering stakeholders to take ownership of their development.",https://utpjournals.press/doi/pdf/10.3138/cjpe.73993
Self-awareness,"Being acutely aware of personal evaluation preferences, strengths, and limitations.","Helps evaluators understand their biases and how these may impact the evaluation process, promoting objectivity and fairness.",https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1098214020983926
Self-Determination,"The process by which a community or group exerts control over their own affairs, including the design and implementation of programs and evaluations.","Empowers communities to take ownership of the evaluation process, ensuring it aligns with their values and priorities.",https://www.utpjournals.press/doi/pdf/10.3138/cjpe.71355
Self-Determination Theory,"A theory of motivation that emphasizes the role of autonomy, competence, and relatedness in fostering motivation and psychological growth.",Highlights the importance of supporting individuals' sense of control and competence to enhance their motivation and well-being.,https://link-springer-com.myaccess.library.utoronto.ca/content/pdf/10.1007/s10803-017-3317-8.pdf
Self-Efficacy,The belief in one's ability to succeed in specific situations or accomplish a task.,Critical for motivating individuals to engage in and maintain healthy behaviors.,https://journals-sagepub-com.myaccess.library.utoronto.ca/doi/epub/10.1177/1090198119831750
